,old_data,new_data
556,26250.0,23231.45937753725
557,23777.0,23288.257268237416
558,13999.0,15750.076525846729
559,16312.0,20718.725186755648
560,22679.0,24062.96487788367
561,8999.0,19174.88783561508
562,7826.0,14337.791613105917
563,19995.0,18844.64882848831
564,18700.0,24868.00705357967
565,10950.0,11436.746307086898
566,19999.0,19131.554553519003
567,17995.0,20150.984902180964
568,21888.0,24814.78221861529
569,23995.0,19783.22973821452
570,18333.0,16941.50254232087
571,19590.0,20654.869417223614
572,19900.0,15185.006914690835
573,27127.0,25203.594733394682
574,18999.0,19117.522273392417
575,17362.0,19552.759106669808
576,16995.0,20661.973635045113
577,18901.0,20446.353368378943
578,7999.0,11547.91048713727
579,23471.0,21658.199670417467
580,21097.0,20534.33708648011
581,26988.0,18631.817823680118
582,18995.0,18565.899822253035
583,17998.0,18023.70776599017
584,25880.0,24385.031031384133
585,23997.0,20489.002250411082
586,19875.0,24474.160854583606
587,11450.0,13649.077296491945
588,29592.0,23531.069966513664
589,29985.0,22423.30227894825
590,26767.0,22962.949413951486
591,28937.0,21952.396895266837
592,17989.0,17883.50024555088
593,28988.0,21543.69688619417
594,16000.0,15894.259444912663
595,25691.0,28677.566636044765
596,22498.0,17115.378880342236
597,2995.0,12706.238385988167
598,21800.0,25481.10008171457
599,19500.0,25422.65733680781
600,23831.0,25689.32866140944
601,22113.0,24292.486120495945
602,12495.0,15750.93289443478
603,23695.0,22261.38057119865
604,21995.0,16382.960629740031
605,21998.0,27266.210376839153
606,14900.0,14628.901902899379
607,22645.0,24185.357625494013
608,28580.0,25225.207935807528
609,19494.0,20262.238778555766
610,20592.0,22720.263528116047
611,22787.0,24846.480447598733
612,21288.0,24411.737470608903
613,20256.0,22564.046160103986
614,26424.0,24801.451321754837
615,27808.0,24001.436995291617
616,18888.0,23006.859678600216
617,29865.0,28064.329272309784
618,21465.0,27928.072316621663
619,15998.0,18699.44115227973
620,24412.0,20932.605794870993
621,13995.0,16365.602444392163
622,6880.0,13310.374824147439
623,16590.0,17121.598056328483
624,21083.0,19279.932615722995
625,29000.0,23569.108080384787
626,12995.0,20880.405259919586
627,24466.0,23184.78054013499
628,25950.0,22113.622526958818
629,24997.0,23575.320732284337
630,29995.0,18697.886402347125
631,23945.0,15080.41072058701
632,29995.0,21773.83026550454
633,14595.0,15384.900641463464
634,9200.0,15183.260055275168
635,9495.0,15659.36066248198
636,27962.0,24880.5119361931
637,12839.0,17005.88113242411
638,28550.0,24462.564265408786
639,27990.0,21006.492893803632
640,16999.0,18561.364239590708
641,29500.0,23276.175402525114
642,23900.0,24229.59685413493
643,21909.0,24374.82352532074
644,13500.0,16321.516410966171
645,22000.0,22728.33533804142
646,25200.0,24485.635610354133
647,21200.0,22430.78073741123
648,24213.0,25007.41218537651
649,29995.0,19639.53043538658
650,22311.0,26053.348270135466
651,27890.0,22140.786587797338
652,18995.0,16534.175574941095
653,26589.0,20542.706817222293
654,5990.0,4684.361418788554
655,20733.0,24529.19006765471
656,20986.0,25506.33283620188
657,28650.0,24434.971472886857
658,24995.0,24219.511285916204
659,10157.0,17687.150071687065
660,26995.0,23418.23953485745
661,21902.0,20485.486219948158
662,9117.0,13961.902998936595
663,29885.0,19278.767884898465
664,22000.0,15443.808085456723
665,18750.0,17600.735719377175
666,29500.0,25900.21610969701
667,28995.0,19367.8051537876
668,28990.0,25575.241509542335
669,14700.0,15663.923426591093
670,26100.0,19197.65989553905
671,19990.0,20677.872910238802
672,14995.0,20348.142293170793
673,29975.0,20155.390149372164
674,29555.0,27764.271078425925
675,19999.0,22640.45414864458
676,19300.0,24066.453734291485
677,19995.0,22572.456660649274
678,27189.0,25888.39482730301
679,22800.0,24591.67569164303
680,18969.0,16412.579741552938
681,24545.0,27909.126825349173
682,11750.0,17655.861523938365
683,25700.0,24785.19086486986
684,20749.0,23891.15762982471
685,24188.0,24517.738175112754
686,26771.0,21584.84333384363
687,22491.0,23670.938066225965
688,25990.0,19945.12581739109
689,22459.0,24474.65509742871
690,12895.0,20507.572773158317
691,28994.0,23746.580109223956
692,24245.0,24696.32152381749
693,17950.0,14116.804492504802
694,24438.0,24760.607177749276
695,24515.0,25511.798906156328
696,25995.0,24149.635830027284
697,19000.0,22716.042105624685
698,24777.0,21288.0346120717
699,23999.0,26046.536823098082
700,16990.0,22910.47565606027
701,22990.0,19553.548788715387
702,24542.0,23938.298641387373
703,21602.0,22539.221971295075
704,24500.0,24020.804941459093
705,25315.0,23555.99982300587
706,23991.0,24116.672197047854
707,29995.0,23280.899334567366
708,25440.0,26578.95464707818
709,27844.0,23670.883856372442
710,22200.0,23878.71258747019
711,13990.0,17741.702288248576
712,26498.0,24098.993845903315
713,15939.0,20793.44834152027
714,18499.0,16148.958310973598
715,21985.0,23837.024292347953
716,28597.0,22909.64862786024
717,21395.0,22217.415697223973
718,19499.0,22414.933085390367
719,18659.0,22983.790376091376
720,9999.0,19768.064710876206
721,29580.0,27995.250892915297
722,21400.0,24382.923237635987
723,19998.0,21018.30557746673
724,21988.0,22421.181736480678
725,22488.0,22012.765939604025
726,26391.0,28672.166929339524
727,24200.0,23914.39977189433
728,25590.0,24567.666862743907
729,26999.0,19844.315165071283
730,29995.0,22406.054385903757
731,1950.0,7529.103827523533
732,25900.0,25342.048237446696
733,17998.0,22587.314014191506
734,23692.0,21461.58796649566
735,16600.0,21484.248145493213
736,26200.0,24602.383248031838
737,11450.0,19104.487608319614
738,22800.0,23337.42201716313
739,26999.0,22626.48834705027
740,18995.0,14970.215411360376
741,28500.0,21022.028830417665
742,21990.0,22934.512385225855
743,10995.0,14805.497288424289
744,26990.0,25062.365567903966
745,26298.0,26857.79761628434
746,22995.0,17846.975562086096
747,23989.0,23818.364174621645
748,28889.0,24587.79112896882
749,25945.0,24156.41281378898
750,22911.0,9829.981373745948
751,26991.0,22582.01260396489
752,22648.0,24076.46076270379
753,28888.0,23236.989450499415
754,23998.0,24949.7526880987
755,25990.0,23447.793944753008
756,25914.0,26532.439354111208
757,8495.0,14766.616360743763
758,24768.0,25362.796261611395
759,29560.0,27847.933423801325
760,21827.0,24483.132354714908
761,24978.0,23179.154085936956
762,20142.0,21639.20513393986
763,19998.0,21664.919386366615
764,20800.0,24500.187641663942
765,26885.0,23526.83381411503
766,21978.0,19991.27950232546
767,15371.0,19473.839261685498
768,19988.0,24665.299157478148
769,22888.0,24711.63069926249
770,7999.0,9966.484729894903
771,21950.0,24566.377904066816
772,14995.0,19466.40116626979
773,22900.0,16868.428283413406
774,17576.0,21303.03586656507
775,13743.0,18330.219019037904
776,23098.0,22810.37790928874
777,4991.0,4723.416512606433
778,27999.0,26269.95415846049
779,25998.0,24447.971172037534
780,18464.0,22434.74786914559
781,22649.0,24440.039687947137
782,21747.0,24410.48353826441
783,23998.0,19063.926456698915
784,24429.0,25179.60251924605
785,29999.0,21777.486651281593
786,27699.0,27131.94565773732
787,21366.0,22807.131996304495
788,12995.0,17836.401972112944
789,9999.0,13752.974799431395
790,10990.0,13435.294161756057
791,23495.0,16407.51059234049
792,18991.0,19319.063713918673
793,24910.0,25271.2809098016
794,7500.0,12010.371638106182
795,29911.0,26042.020645973273
796,26900.0,22317.754563333932
797,15900.0,14107.11754368199
798,25996.0,22826.443700388772
799,23995.0,23471.569587932434
800,22590.0,22562.225601994433
801,6900.0,13933.272099503083
802,7999.0,16991.688445164124
803,29299.0,27125.215412765974
804,25725.0,24322.93887307844
805,28885.0,28097.058657507645
806,28875.0,22602.21160782408
807,24332.0,24539.59276832617
808,28982.0,24817.06891602953
809,28405.0,28175.75286630541
810,14500.0,18018.378213491058
811,16600.0,22161.83827989665
812,28999.0,18930.514926553005
813,20997.0,20219.4044213756
814,14998.0,23406.76192950271
815,28350.0,23678.007831759518
816,14861.0,21239.193745872704
817,13483.0,16107.593311590143
818,6999.0,14915.750477942638
819,23922.0,24757.31649533403
820,23495.0,22773.73113665986
821,29999.0,23790.269186001504
822,14500.0,17608.0357044735
823,16750.0,16451.736340258503
824,18990.0,19940.770367158577
825,12000.0,16580.25351890968
826,28551.0,24102.667653843295
827,20990.0,20153.73485468421
828,16008.0,24392.49638299225
829,29992.0,22332.735963185085
830,29698.0,27876.985626470763
831,20000.0,15932.633987222565
832,18795.0,22428.944805674022
833,6000.0,6944.448111894308
834,17250.0,22538.662631253013
835,12980.0,17593.137014229083
836,27475.0,13430.187378908275
837,7900.0,11407.411517234053
838,25620.0,23224.89825530001
839,25779.0,24502.079724904383
840,16095.0,18581.849962216336
841,6900.0,17114.642837227788
842,12992.0,18987.737675628392
843,22500.0,24880.651174811646
844,26998.0,23570.39710668195
845,19107.0,20653.512636576314
846,27897.0,25802.302123421337
847,24998.0,24613.264893712476
848,20880.0,28586.336635932093
849,11995.0,13698.722906115465
850,20970.0,17362.29774325341
851,19800.0,21183.580590941478
852,22500.0,23005.895678235218
853,18833.0,22814.880034848815
854,23130.0,22109.793796028243
855,6399.0,9725.385499179363
856,26990.0,18740.996213743696
857,12500.0,16503.943431917112
858,23796.0,26526.548748022644
859,12999.0,15397.754305824405
860,13590.0,20372.614564670715
861,27010.0,24441.620059630368
862,20995.0,23246.128958618734
863,15995.0,20442.755013407208
864,24990.0,22013.026045144303
865,13589.0,17149.087868292583
866,21233.0,23550.569691559533
867,25999.0,25472.747938244138
868,27987.0,26012.645607076352
869,13488.0,19960.98616185761
870,29900.0,25330.29991937382
871,15479.0,20580.05610394827
872,17688.0,22923.794082999695
873,13995.0,16786.804155660328
874,16900.0,19996.309765209444
875,19590.0,18234.850853073876
876,28995.0,21561.773367839865
877,8990.0,12090.356727718143
878,28634.0,21001.10882991599
879,23993.0,23778.568774620304
880,21350.0,28800.977634202456
881,23100.0,25650.53845787514
882,24500.0,23870.899190343218
883,15639.0,16487.91764593334
884,28132.0,24441.247625279007
885,12995.0,16542.621081970166
886,9995.0,19450.749229889596
887,15097.0,20748.69783690083
888,22999.0,24157.031731203664
889,17922.0,22940.07014820748
890,9995.0,17420.858125861036
891,23990.0,24391.77394662844
892,21998.0,24712.008215816226
893,23787.0,17404.037719379412
894,29998.0,26042.265439189738
895,25751.0,20802.320472906344
896,25589.0,28019.954467699863
897,8999.0,16969.27139825397
898,14895.0,18883.775406245142
899,25320.0,25426.245272709755
900,13998.0,18868.07357270969
901,29900.0,20003.969962469535
902,19090.0,28045.512979693478
903,27000.0,28169.908478094032
904,6995.0,12142.318602365907
905,19500.0,14858.644219836919
906,28599.0,19476.81280548591
907,21050.0,23662.508319047978
908,17399.0,21060.953117381083
909,15953.0,12472.089416629868
910,15900.0,18349.030569365248
911,21999.0,16806.986838884186
912,15990.0,21159.266469461843
913,26900.0,21651.43771043187
914,16995.0,20020.3062337311
915,18749.0,19483.15220686188
916,14900.0,19808.594121026574
917,29499.0,18998.36034047138
918,22995.0,11139.783629870508
919,11995.0,15802.797318811994
920,20950.0,23063.033460230567
921,3599.0,4515.31683392846
922,29998.0,23127.988574416377
923,24973.0,21740.46831832244
924,28998.0,25501.172542272834
925,26994.0,19999.745219242992
926,21198.0,23473.64767320128
927,27995.0,25255.167927321745
928,22987.0,19773.365767458454
